name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;239;0;424;3071;994;3071;1040;0
header;81;157;81;195;1783;195;1783;157
A;924;231;924;255;944;255;944;231
A;513;237;513;244;520;244;520;237
A;697;371;697;378;704;378;704;371
A;837;727;837;735;843;735;843;727
B;923;886;923;912;942;912;942;886
D;353;1001;353;1017;364;1017;364;1001
A;584;1090;584;1097;592;1097;592;1090
A;541;1133;541;1140;548;1140;548;1133
A;509;1138;509;1153;519;1153;519;1138
A;899;1261;899;1287;912;1287;912;1261
B;475;1450;475;1466;488;1466;488;1450
A;697;1496;697;1510;709;1510;709;1496
B;569;1540;569;1556;581;1556;581;1540
C;923;1545;923;1571;943;1571;943;1545
D;433;1810;433;1826;443;1826;443;1810
A;608;2204;608;2231;622;2231;622;2204
A;514;2255;514;2262;520;2262;520;2255
A;503;2434;503;2442;510;2442;510;2434
